{'batchnorm': {'type': 'none', 'momentum': 0.98, 'tau': 5, 'modes': []}, 'learning_rate': 0.02, 'task_id': 9, 'learning_rate_tau': 10000, 'mode': {'max_epochs': 100, 'min_error': 0, 'name': 'classic'}}
{'dataset': 'timit', 'remove_bias': False, 'tr': {'max_truncation': 0, 'in_seq_len': 40, 'minibatch_mode': True, 'minibatch_size': 1000}, 'te': {'max_truncation': 0, 'in_seq_len': 40, 'minibatch_mode': False, 'minibatch_size': 500}, 'va': {'max_truncation': 0, 'in_seq_len': 40, 'minibatch_mode': False, 'minibatch_size': 500}}
{'output_type': 'classification', 'discrete_acts': ['c'], 'layout': [13, 70, 100, 60], 'layer_configs': [{'layer_type': 'input'}, {'init_config': {'f': {'w': 'xavier', 'b': 'all_one'}, 'c': {'w': 'xavier', 'b': 'all_zero'}, 'i': {'w': 'xavier', 'b': 'all_zero'}, 'o': {'w': 'xavier', 'b': 'all_zero'}}, 'var_scope': 'lstm_0', 'layer_type': 'lstm', 'regularization': {'output_zo_prob': 0.01, 'state_zo_prob': 0.05, 'mode': 'none'}}, {'regularization': {'output_zo_prob': 0.01, 'state_zo_prob': 0.05, 'mode': 'none'}, 'init_config': {'o': {'w': 'xavier', 'b': 'all_zero'}, 'c': {'w': 'xavier', 'b': 'all_zero'}, 'i': {'w': 'xavier', 'b': 'all_zero'}, 'f': {'w': 'xavier', 'b': 'all_one'}}, 'layer_type': 'lstm', 'var_scope': 'lstm_1'}, {'regularization': {'strength': 0.0, 'mode': 'l2'}, 'init_config': {'w': 'xavier', 'b': 'all_zero'}, 'layer_type': 'fc', 'var_scope': 'output_layer'}], 'n_bins': 2.0, 'gradient_clip_value': 0.5, 'weight_type': 'ternary'}
{'include_pred': False, 'save_model': {'path': '../tr_models/m_model9', 'enabled': False}, 'include_out': False, 'calc_performance_every': 1}

=============================
CONFIG FILE

RNN CONFIG
{'batchnorm': {'modes': [], 'momentum': 0.98, 'tau': 5, 'type': 'none'},
 'learning_rate': 0.02,
 'learning_rate_tau': 10000,
 'mode': {'max_epochs': 100, 'min_error': 0, 'name': 'classic'},
 'task_id': 9}

DATA CONFIG
{'dataset': 'timit',
 'remove_bias': False,
 'te': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500},
 'tr': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': True,
        'minibatch_size': 1000},
 'va': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500}}

TRAINING CONFIG
{'discrete_acts': ['c'],
 'gradient_clip_value': 0.5,
 'layer_configs': [{'layer_type': 'input'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_0'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_1'},
                   {'init_config': {'b': 'all_zero', 'w': 'xavier'},
                    'layer_type': 'fc',
                    'regularization': {'mode': 'l2', 'strength': 0.0},
                    'var_scope': 'output_layer'}],
 'layout': [13, 70, 100, 60],
 'n_bins': 2.0,
 'output_type': 'classification',
 'weight_type': 'ternary'}
==============================


  0,  0 | TrAcc: 0.0162, TrLoss:  4.58769, VaAcc: 0.0192, VaLoss:  4.58757
  1,  0 | TrAcc: 0.3018, TrLoss:  2.55723, VaAcc: 0.2518, VaLoss:  2.77672
  2,  0 | TrAcc: 0.3579, TrLoss:  2.26281, VaAcc: 0.3159, VaLoss:  2.58756
  3,  0 | TrAcc: 0.3884, TrLoss:  2.10636, VaAcc: 0.3361, VaLoss:  2.48180
  4,  0 | TrAcc: 0.4028, TrLoss:  2.03615, VaAcc: 0.3510, VaLoss:  2.46808
  5,  0 | TrAcc: 0.4200, TrLoss:  1.97665, VaAcc: 0.3620, VaLoss:  2.41023
  6,  0 | TrAcc: 0.4235, TrLoss:  1.94789, VaAcc: 0.3806, VaLoss:  2.41029
  7,  0 | TrAcc: 0.4315, TrLoss:  1.91673, VaAcc: 0.3702, VaLoss:  2.41680
  8,  0 | TrAcc: 0.4399, TrLoss:  1.86274, VaAcc: 0.3896, VaLoss:  2.37591
  9,  0 | TrAcc: 0.4384, TrLoss:  1.86655, VaAcc: 0.3810, VaLoss:  2.39397
 10,  0 | TrAcc: 0.4482, TrLoss:  1.83166, VaAcc: 0.3881, VaLoss:  2.39734
 11,  0 | TrAcc: 0.4510, TrLoss:  1.83317, VaAcc: 0.3827, VaLoss:  2.40374
 12,  0 | TrAcc: 0.4614, TrLoss:  1.78612, VaAcc: 0.3777, VaLoss:  2.39348
 13,  0 | TrAcc: 0.4617, TrLoss:  1.76972, VaAcc: 0.3846, VaLoss:  2.39081
 14,  0 | TrAcc: 0.4622, TrLoss:  1.76948, VaAcc: 0.3894, VaLoss:  2.40804
 15,  0 | TrAcc: 0.4577, TrLoss:  1.78298, VaAcc: 0.3905, VaLoss:  2.39143
 16,  0 | TrAcc: 0.4707, TrLoss:  1.73683, VaAcc: 0.3894, VaLoss:  2.39841
 17,  0 | TrAcc: 0.4675, TrLoss:  1.73579, VaAcc: 0.3864, VaLoss:  2.39926
 18,  0 | TrAcc: 0.4670, TrLoss:  1.74050, VaAcc: 0.3961, VaLoss:  2.39665
 19,  0 | TrAcc: 0.4721, TrLoss:  1.72153, VaAcc: 0.4010, VaLoss:  2.39021
 20,  0 | TrAcc: 0.4752, TrLoss:  1.71509, VaAcc: 0.3857, VaLoss:  2.40667
 21,  0 | TrAcc: 0.4808, TrLoss:  1.69602, VaAcc: 0.3959, VaLoss:  2.40112
 22,  0 | TrAcc: 0.4831, TrLoss:  1.69647, VaAcc: 0.3868, VaLoss:  2.39981
 23,  0 | TrAcc: 0.4864, TrLoss:  1.68071, VaAcc: 0.3993, VaLoss:  2.40032
 24,  0 | TrAcc: 0.4861, TrLoss:  1.69174, VaAcc: 0.3931, VaLoss:  2.40615
 25,  0 | TrAcc: 0.4827, TrLoss:  1.67770, VaAcc: 0.3909, VaLoss:  2.41022
 26,  0 | TrAcc: 0.4844, TrLoss:  1.69337, VaAcc: 0.3855, VaLoss:  2.40773
 27,  0 | TrAcc: 0.4816, TrLoss:  1.68214, VaAcc: 0.3950, VaLoss:  2.39167
 28,  0 | TrAcc: 0.4880, TrLoss:  1.67080, VaAcc: 0.3946, VaLoss:  2.40824
 29,  0 | TrAcc: 0.4871, TrLoss:  1.67286, VaAcc: 0.4032, VaLoss:  2.40095
 30,  0 | TrAcc: 0.4939, TrLoss:  1.64959, VaAcc: 0.4053, VaLoss:  2.40494
 31,  0 | TrAcc: 0.4836, TrLoss:  1.66382, VaAcc: 0.3842, VaLoss:  2.41839
 32,  0 | TrAcc: 0.4930, TrLoss:  1.65839, VaAcc: 0.4013, VaLoss:  2.38041
 33,  0 | TrAcc: 0.5044, TrLoss:  1.61900, VaAcc: 0.3980, VaLoss:  2.39118
 34,  0 | TrAcc: 0.4864, TrLoss:  1.64457, VaAcc: 0.3982, VaLoss:  2.40901
 35,  0 | TrAcc: 0.4938, TrLoss:  1.63143, VaAcc: 0.4004, VaLoss:  2.41239
 36,  0 | TrAcc: 0.4913, TrLoss:  1.63518, VaAcc: 0.3928, VaLoss:  2.40979
 37,  0 | TrAcc: 0.4994, TrLoss:  1.61305, VaAcc: 0.3980, VaLoss:  2.40666
 38,  0 | TrAcc: 0.4948, TrLoss:  1.63223, VaAcc: 0.3963, VaLoss:  2.40076
 39,  0 | TrAcc: 0.5003, TrLoss:  1.62147, VaAcc: 0.4049, VaLoss:  2.40016
