{'learning_rate_tau': 10000, 'batchnorm': {'momentum': 0.98, 'tau': 5, 'modes': [], 'type': 'none'}, 'task_id': 16, 'learning_rate': 0.02, 'mode': {'max_epochs': 100, 'min_error': 0, 'name': 'classic'}}
{'dataset': 'timit', 'remove_bias': False, 'tr': {'minibatch_size': 1000, 'minibatch_mode': True, 'max_truncation': 0, 'in_seq_len': 40}, 'te': {'minibatch_size': 500, 'minibatch_mode': False, 'max_truncation': 0, 'in_seq_len': 40}, 'va': {'minibatch_size': 500, 'minibatch_mode': False, 'max_truncation': 0, 'in_seq_len': 40}}
{'output_type': 'classification', 'weight_type': 'ternary', 'n_bins': 2.0, 'layout': [13, 70, 100, 60], 'discrete_acts': ['i', 'c'], 'layer_configs': [{'layer_type': 'input'}, {'layer_type': 'lstm', 'init_config': {'c': {'w': 'xavier', 'b': 'all_zero'}, 'o': {'w': 'xavier', 'b': 'all_zero'}, 'i': {'w': 'xavier', 'b': 'all_zero'}, 'f': {'w': 'xavier', 'b': 'all_one'}}, 'var_scope': 'lstm_0', 'regularization': {'mode': 'none', 'output_zo_prob': 0.01, 'state_zo_prob': 0.05}}, {'regularization': {'mode': 'none', 'output_zo_prob': 0.01, 'state_zo_prob': 0.05}, 'init_config': {'c': {'w': 'xavier', 'b': 'all_zero'}, 'o': {'w': 'xavier', 'b': 'all_zero'}, 'i': {'w': 'xavier', 'b': 'all_zero'}, 'f': {'w': 'xavier', 'b': 'all_one'}}, 'var_scope': 'lstm_1', 'layer_type': 'lstm'}, {'regularization': {'mode': 'l2', 'strength': 0.0}, 'init_config': {'w': 'xavier', 'b': 'all_zero'}, 'var_scope': 'output_layer', 'layer_type': 'fc'}], 'gradient_clip_value': 0.5}
{'save_model': {'path': '../tr_models/m_model16', 'enabled': False}, 'calc_performance_every': 1, 'include_pred': False, 'include_out': False}

=============================
CONFIG FILE

RNN CONFIG
{'batchnorm': {'modes': [], 'momentum': 0.98, 'tau': 5, 'type': 'none'},
 'learning_rate': 0.02,
 'learning_rate_tau': 10000,
 'mode': {'max_epochs': 100, 'min_error': 0, 'name': 'classic'},
 'task_id': 16}

DATA CONFIG
{'dataset': 'timit',
 'remove_bias': False,
 'te': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500},
 'tr': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': True,
        'minibatch_size': 1000},
 'va': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500}}

TRAINING CONFIG
{'discrete_acts': ['i', 'c'],
 'gradient_clip_value': 0.5,
 'layer_configs': [{'layer_type': 'input'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_0'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_1'},
                   {'init_config': {'b': 'all_zero', 'w': 'xavier'},
                    'layer_type': 'fc',
                    'regularization': {'mode': 'l2', 'strength': 0.0},
                    'var_scope': 'output_layer'}],
 'layout': [13, 70, 100, 60],
 'n_bins': 2.0,
 'output_type': 'classification',
 'weight_type': 'ternary'}
==============================


  0,  0 | TrAcc: 0.0168, TrLoss:  4.57030, VaAcc: 0.0147, VaLoss:  4.53354
  1,  0 | TrAcc: 0.2846, TrLoss:  2.64834, VaAcc: 0.2443, VaLoss:  2.88315
  2,  0 | TrAcc: 0.3251, TrLoss:  2.34892, VaAcc: 0.2790, VaLoss:  2.66050
  3,  0 | TrAcc: 0.3365, TrLoss:  2.28729, VaAcc: 0.3006, VaLoss:  2.63035
  4,  0 | TrAcc: 0.3648, TrLoss:  2.17958, VaAcc: 0.3008, VaLoss:  2.60380
  5,  0 | TrAcc: 0.3711, TrLoss:  2.16057, VaAcc: 0.3090, VaLoss:  2.59889
  6,  0 | TrAcc: 0.3713, TrLoss:  2.13094, VaAcc: 0.3206, VaLoss:  2.55245
  7,  0 | TrAcc: 0.3834, TrLoss:  2.08501, VaAcc: 0.3422, VaLoss:  2.53706
  8,  0 | TrAcc: 0.3895, TrLoss:  2.07621, VaAcc: 0.3275, VaLoss:  2.56923
  9,  0 | TrAcc: 0.3968, TrLoss:  2.03922, VaAcc: 0.3407, VaLoss:  2.53702
 10,  0 | TrAcc: 0.3998, TrLoss:  2.02104, VaAcc: 0.3448, VaLoss:  2.54254
 11,  0 | TrAcc: 0.4035, TrLoss:  1.99539, VaAcc: 0.3366, VaLoss:  2.53793
 12,  0 | TrAcc: 0.4143, TrLoss:  1.97341, VaAcc: 0.3495, VaLoss:  2.52350
 13,  0 | TrAcc: 0.4133, TrLoss:  1.96601, VaAcc: 0.3650, VaLoss:  2.50636
 14,  0 | TrAcc: 0.4116, TrLoss:  1.98082, VaAcc: 0.3525, VaLoss:  2.54285
 15,  0 | TrAcc: 0.4074, TrLoss:  1.96430, VaAcc: 0.3454, VaLoss:  2.52252
 16,  0 | TrAcc: 0.4122, TrLoss:  1.96919, VaAcc: 0.3497, VaLoss:  2.51308
 17,  0 | TrAcc: 0.4114, TrLoss:  1.95737, VaAcc: 0.3469, VaLoss:  2.52219
 18,  0 | TrAcc: 0.4152, TrLoss:  1.94566, VaAcc: 0.3652, VaLoss:  2.52026
 19,  0 | TrAcc: 0.4260, TrLoss:  1.92199, VaAcc: 0.3655, VaLoss:  2.48743
 20,  0 | TrAcc: 0.4256, TrLoss:  1.88836, VaAcc: 0.3665, VaLoss:  2.50371
 21,  0 | TrAcc: 0.4281, TrLoss:  1.89824, VaAcc: 0.3484, VaLoss:  2.52427
 22,  0 | TrAcc: 0.4283, TrLoss:  1.88047, VaAcc: 0.3629, VaLoss:  2.49930
 23,  0 | TrAcc: 0.4235, TrLoss:  1.91235, VaAcc: 0.3441, VaLoss:  2.54854
 24,  0 | TrAcc: 0.4233, TrLoss:  1.90824, VaAcc: 0.3547, VaLoss:  2.54413
 25,  0 | TrAcc: 0.4314, TrLoss:  1.86359, VaAcc: 0.3525, VaLoss:  2.51756
 26,  0 | TrAcc: 0.4327, TrLoss:  1.87663, VaAcc: 0.3599, VaLoss:  2.50463
 27,  0 | TrAcc: 0.4329, TrLoss:  1.87103, VaAcc: 0.3629, VaLoss:  2.52052
 28,  0 | TrAcc: 0.4321, TrLoss:  1.87698, VaAcc: 0.3639, VaLoss:  2.52424
 29,  0 | TrAcc: 0.4354, TrLoss:  1.86557, VaAcc: 0.3704, VaLoss:  2.51837
 30,  0 | TrAcc: 0.4338, TrLoss:  1.86107, VaAcc: 0.3609, VaLoss:  2.51217
 31,  0 | TrAcc: 0.4336, TrLoss:  1.86747, VaAcc: 0.3527, VaLoss:  2.51884
 32,  0 | TrAcc: 0.4338, TrLoss:  1.86734, VaAcc: 0.3646, VaLoss:  2.52971
 33,  0 | TrAcc: 0.4352, TrLoss:  1.85748, VaAcc: 0.3715, VaLoss:  2.51532
 34,  0 | TrAcc: 0.4454, TrLoss:  1.82831, VaAcc: 0.3637, VaLoss:  2.51764
 35,  0 | TrAcc: 0.4431, TrLoss:  1.84931, VaAcc: 0.3674, VaLoss:  2.52564
